,Comments,Positive,Negative,Neutral,Compound,Sentiment
8810,dude whole series awesome thank thank thank,0.795,0.0,0.205,0.891,Positive
8811,person commerce background  programming background get data scientist,0.0,0.0,1.0,0.0,Neutral
8812,thank sharing awesome information,0.904,0.0,0.096,0.8555,Positive
8813,think content youre saying good video could alot better like presentation slides still work harder follow listener,0.372,0.0,0.628,0.8074,Positive
8814,great cook clear data science interviews  ,0.626,0.0,0.374,0.7717,Positive
8815,masters necessary get sports analytics job,0.0,0.0,1.0,0.0,Neutral
8816,like overly technical video drew ds instead scary loads terminology,0.182,0.234,0.584,-0.1779,Negative
8817,could like video twice id thanks,0.574,0.0,0.426,0.6597,Positive
8818,thanks lot really motivating ,0.762,0.0,0.238,0.7501,Positive
8819,dropping  probably one best foundational ml courses ive seen thats completely free proper amount depth,0.375,0.0,0.625,0.8313,Positive
8820,best part fool proof definition linear regression  commenting tell tube algorithms videos great,0.392,0.137,0.472,0.7506,Positive
8821,hey want askis data science strong relation accounting kinda afraid learnt data science cant implemented accounting investment kinda ruined,0.197,0.12,0.684,0.2006,Positive
8822,think may discovered useful youtube channel ever,0.326,0.0,0.674,0.4404,Positive
8823,good review think shows documentation really crucial end matter many incredible projects someone made cant showcase explain clearly even sounds harsh really motivates improve resume im working im germany actually translate homepage send international recruiters needed takes time well di think advice really valuable even people outside us even though course formalities may differ fe europe much common even expected include personal photo resume think essence interviews recruiters look generally across countries especially larger companies like fang etc think interview process differ much smaller companies though course differences,0.156,0.051,0.793,0.8605,Positive
8824,masters astrophysics im planning complete two coursera certificates deep learning andrew ng data science ibm also taken courses databases data mining part masters hopefully get job responses soon,0.091,0.0,0.909,0.4019,Positive
8825,hey jee suggest beginner  first start basic stats learn prog lang,0.0,0.0,1.0,0.0,Neutral
8826,still make sense learn python data science  pycaret came weeks ago work much faster,0.0,0.0,1.0,0.0,Neutral
8827,currently im learning randomly try catch dont understand reading source code,0.0,0.0,1.0,0.0,Neutral
8828,excellent video hope could followe advice track propose btw great desk,0.572,0.0,0.428,0.8934,Positive
8829,hello brazil loved video im trying use mlneural network random forest human body signals  want develop project predict muscle shoulder needs surgery,0.206,0.0,0.794,0.6369,Positive
8830,thank much posting learning much especially dont know need learn current data project im changing career data scientist well aiming data analyst ill build skills transfer data science quite exciting,0.219,0.076,0.705,0.6478,Positive
8831,data science,0.0,0.0,1.0,0.0,Neutral
8832,great informative series keep,0.577,0.0,0.423,0.6249,Positive
8833,goal discover data science chemist  dont know could useful chemistry project sure could link  thanks videos  super cool  ,0.425,0.09,0.485,0.8399,Positive
8834,hi frustated cant import module spyder get ,0.0,0.0,1.0,0.0,Neutral
8835,finally video worth watching forkeep spam feed please,0.359,0.214,0.427,0.1779,Positive
8836,great series ken informative easy comprehend novices perspective one question forgive understanding project correctly use tool practically able scrap listings glass door ultimately make model estimate avg salary job finished tool plug job title set skills something returns average estimated salary said job maybe salary negotiations current position etc sorry went head going projectkeep good work continue follow alongsean,0.178,0.019,0.802,0.8934,Positive
8837,thank lot ken motivating undergraduate student studying towards field said second year still building foundation mathematics statistics especially topics mentioned videos,0.231,0.0,0.769,0.6908,Positive
8838,question django used field data science yes used projects,0.252,0.0,0.748,0.4019,Positive
8839,hey ken amazing video im starting ds helped lot also sent mail please check thanks great videos keep,0.483,0.0,0.517,0.9201,Positive
8840,learn lot creating model,0.423,0.0,0.577,0.296,Positive
8841,prefer spyder rather pycharm,0.0,0.0,1.0,0.0,Neutral
8842,hey ken really appreciate effort  facing problem though since indian user website redirected indian version web page indian version lacks salary top company name position location mentioned solve ps also redirecting gives option undo soon undo scrapping process gets terminated error keyboardinterrupt,0.135,0.11,0.755,0.0498,Neutral
8843,thank useful video run codes number times checking successfully get tweets sometimes returns  different numbers tweets know case resolve set limit querrytweets,0.424,0.0,0.576,0.8885,Positive
8844,actual advice starts ,0.0,0.0,1.0,0.0,Neutral
8845,hi keni love videos theyve incredibly helpful im economics major actuarial science minor teaching python sql datacamp right already fair amount experience r also data science internship summer know may make seem like pretty set also graduating fall pretty scared job prospects advice could try get field,0.336,0.047,0.617,0.9501,Positive
8846,opinion deep learning specialization course coursera would really help lot learn deep learning ,0.2,0.0,0.8,0.4576,Positive
8847,would document experience star,0.0,0.0,1.0,0.0,Neutral
8848,great advice thank much ken,0.688,0.0,0.312,0.765,Positive
8849,you’re literally cool strive like,0.615,0.0,0.385,0.5859,Positive
8850,thanks infoi noticed trackball desk trackball using,0.326,0.0,0.674,0.4404,Positive
8851,dont usually comment youtube videos series simply amazing often difficult find content data cleaning model production project series benefit ton quick question best way go modifying scraper scrape much larger dataset ie   data points,0.253,0.057,0.69,0.8591,Positive
8852,im developing excitement data analytics background environmental science loving videos,0.47,0.0,0.53,0.7964,Positive
8853, bonus,1.0,0.0,0.0,0.5423,Positive
8854,pretty cool video oo thanx ton ,0.579,0.0,0.421,0.6705,Positive
8855,seems web scraper isnt scrolling access new postings  successfully scrape first handful  spit errorelementnotinteractableexception element interactable element zero sizethe error appears coming line   jobbuttonclick anyone know deal  new web scrapingthanks,0.094,0.08,0.826,0.128,Positive
8856,ken jee following since  views video soooooo glad killing already saw coming,0.172,0.253,0.575,-0.34,Negative
8857,thanks ken looking forward advanced video,0.551,0.0,0.449,0.5994,Positive
8858,copy entire code jupiter notebook clicking holding scrolling ,0.0,0.0,1.0,0.0,Neutral
8859,nice one ken thanks keeping simple,0.588,0.0,0.412,0.6908,Positive
8860,thank much coming video definitely impactful first video channel hi subscriber,0.366,0.0,0.634,0.6369,Positive
8861,hii bs mechanical engineering ive college  years recently made decision switch data science decent level programming experience time collegework matlab cand im trying figure best path would im really position stop working company pay go back school  per year graduate programs  per year certifications past month ive utilizing many online free resources learn possible including kaggle linkedin learning etcwhat would recommend best move someone position think build projects could start applying entry level data analyst positions,0.161,0.044,0.795,0.9066,Positive
8862,small examples learning material mba didnt time delve deeper projects sort data science projects would recommend mba learn,0.128,0.0,0.872,0.3612,Positive
8863,hi thanks video really looking kind answers although already signed  data science course udemy watching thisjust question terrifies need math wizard word algorithm terrifies mei always struggle numbers even miss common simple operations im statistics course khan academy catch fast still freak itwhat suggest panic focus inf hard core maths statistics algebrahope answer,0.095,0.27,0.635,-0.8785,Negative
8864,beautiful video ken,0.661,0.0,0.339,0.5994,Positive
8865,hi keni started web scraping made necessary changes retrieve estimatesalary described video failed way inspired lot man thank much keep posting great content excited upcoming content,0.334,0.09,0.575,0.836,Positive
8866,get comments one  tweet,0.0,0.0,1.0,0.0,Neutral
8867,hi ken wanted ask use analytics soccer data unorganised like identify patterns play various formations used match using analytics way  love videos,0.324,0.0,0.676,0.8442,Positive
8868,without real world experience wont credibility develop feel data whats valid whats identify insights patterns jump develop story convince stakeholders use language,0.087,0.0,0.913,0.25,Positive
8869,hi ken became one mentors thanks resources request could video data preprocessing vs eda like come hope ,0.372,0.0,0.628,0.8074,Positive
8870,great video question  watched andrew ng machine learning course coursera taught everything octave  know basic things machine learning nothing phython  could recommend course python machine learning,0.136,0.07,0.794,0.457,Positive
8871,get well soon,0.512,0.0,0.488,0.2732,Positive
8872,series exactly wanted highly recommend anyone entering data science,0.259,0.0,0.741,0.4201,Positive
8873,really helpful ken please,0.739,0.0,0.261,0.6865,Positive
8874,ken thank content participated stanfords  week course titled code place final project phase spent past five weeks learning python found videos searching data science beginners data science efforts getting ideas kind final project want try 😂the  week pace course absolutely fast glad found channel video particular definitely path want continue learning ie new information read using methods beyond usual qualitative analysis approach things youve already helped create learning path beyond course thank look forward content,0.222,0.0,0.778,0.944,Positive
8875,hey ken appreciate put small summary description,0.31,0.0,0.69,0.4019,Positive
8876,really great stuff ken  curiosity  dont patreon page something  content valuable aspiring data scientists im sure people would want support,0.479,0.0,0.521,0.9152,Positive
8877,video good summary things dont know lol journey seems lenghtened thanks,0.36,0.145,0.496,0.5374,Positive
8878,paused video read wall posts amazing channel looks pretty amazing wondering capstone projects work think ill find answer within material great job,0.429,0.081,0.49,0.9201,Positive
8879,hey ken dont know algorithm recommended vid  think better start describing bit otherwise dont think title really grab peoples attention havent established validity  maybe something think future vids,0.095,0.052,0.853,0.32,Positive
8880,"hey ken great videos relative newbie know following along smoothly errors however step running wsgipy file running curl x etc command linei getting error however fix work  time stamp made sure copy code letterfollowing error internal server errorinternal server errorthe server encountered internal error unable complete request either server overloaded error applicationany ideassean",0.091,0.266,0.643,-0.8807,Negative
8881,become confused different advice various people give regarding data science coding languages like r python seem give user technical intricate level work dont seem inviting options like matlab available significantly user friendly especially beginners graduated engineering degree last year since tried study machine learning python background language seemed difficult study memorize different algorithms one go create different uses packages like numpy hand started course data science matlab ease graphing using visual aids seemed make matlab desirable choice said dont really hear matlab buzzword data science community would matlab applicable software languages like python r,0.225,0.061,0.714,0.9445,Positive
8882,thanks much  really helpful  think goal right figure goal ,0.461,0.0,0.539,0.7178,Positive
8883,hi thanks cool videocan please confirm need developer account order get past month tweets also want extract tweets specific location possible please confirm specify hashtags keyword based search method,0.316,0.0,0.684,0.8442,Positive
8884,keyboard,0.0,0.0,1.0,0.0,Neutral
8885,supper awesome keep going brother keep following cool content,0.478,0.0,0.522,0.7506,Positive
8886,first time series think love,0.512,0.0,0.488,0.6369,Positive
8887,hello ken regarding applicability advices outside us speak brazil home country france country currently live basically everything said far applies equally places specially regarding number pages cv ive working engineering time brazil see certain tendency giving importance soft skills technical skills least area idea teach somebody program example really hard teach someone good team player watching youtube videos data science impression us job interviews focus lot asking technical questions im sure types jobs,0.188,0.021,0.792,0.8935,Positive
8888,intuitive thanks ive master degree physics specialization particle physics im thinking diving data science apart said would able guide regard specifically would best case scenario case strong background mathematics intermediate level programming,0.295,0.0,0.705,0.8934,Positive
8889,edx courses worth 😃 certification ,0.388,0.0,0.612,0.2263,Positive
8890,hi good video would argue need strong programming background become good mba lot statistics planning change paths data science experience python would good base change careers,0.339,0.068,0.593,0.8625,Positive
8891,thanks useful  recommendations keni looking buy new laptop msc data sciencei current  years isnt good condition recommendations specs focus,0.24,0.099,0.661,0.5258,Positive
8892,hi ken good review help us know books available online data science learn better read,0.415,0.0,0.585,0.8176,Positive
8893,language according beneficial learn data scienceken r python currently im taking data science using r focus python well please suggest good courses thank,0.443,0.0,0.557,0.8934,Positive
8894,great video helps projects make video connecting data,0.528,0.0,0.472,0.7717,Positive
8895,thank much sharing ken im really loving videos,0.655,0.0,0.345,0.8588,Positive
8896,thanks ken another quality video great insights recruiters point view 😃,0.467,0.0,0.533,0.7906,Positive
8897,thank valuable advice,0.848,0.0,0.152,0.6808,Positive
8898,good summary assist path well done ken,0.5,0.0,0.5,0.6124,Positive
8899,thanks making video ken really inspiring keep learning data science,0.428,0.0,0.572,0.7178,Positive
8900,thanks watching everyone would like project reviewed please comment send email info kenjeedsgmailcom resume project portfolio advice please check playlist ,0.385,0.0,0.615,0.8402,Positive
8901,great recommendations 👌would love reviewed project ☺️,0.624,0.0,0.376,0.8519,Positive
8902,lovely content ken keep coming eagerly looking forward extended video make github portfolio thanks ,0.458,0.0,0.542,0.8519,Positive
8903,great video also make video style hair,0.406,0.0,0.594,0.6249,Positive
8904,inspired lot really recommend video,0.666,0.0,0.334,0.7178,Positive
8905,hi  iam working devloper using java springbooti would like switch carrier data science order learn ds,0.143,0.0,0.857,0.3612,Positive
8906,commerce graduate want pursue career data science sure commerce educational background help necessarily need technical educational background pursue career field please help answer,0.386,0.0,0.614,0.8519,Positive
8907,using jupyter notebook mozilla i’m getting driver error tried fix shows unicodeescape error,0.0,0.329,0.671,-0.6597,Negative
8908,please ken ,0.697,0.0,0.303,0.3182,Positive
8909,videos helpful,0.737,0.0,0.263,0.4215,Positive
8910,helpful im really new data science field im working intern data scientist dont really much work office really frustrating im applying many companies im able get someone tell dont wrong,0.151,0.09,0.76,0.2871,Positive
8911,hello non tech candidate move bcz dont start plz  make vedio,0.0,0.109,0.891,-0.0572,Negative
8912,great tutorials considered trying streamlit publishing „app“,0.406,0.0,0.594,0.6249,Positive
8913,know stage  need practice learn simultaneously thanks ken,0.293,0.0,0.707,0.4404,Positive
8914,hi ken recall couldnt find guidance initiate ds project steps needs carried complete ds project git hub repo ds project scratch proved life saviour loved series much completed single stretch thank much making ds videos helping us understand concepts behind iti say north star aspiring data science professional like wish cross  million subscribers shortly thanksvinay,0.216,0.0,0.784,0.9153,Positive
8915,would recommend deep learning courses deeplearningai coursera really would like know thoughts,0.345,0.0,0.655,0.6461,Positive
8916,hi ken opinion government data science jobs,0.0,0.0,1.0,0.0,Neutral
8917,curious whered get glasses lol,0.63,0.0,0.37,0.6249,Positive
8918,good data scientist need good pure math lot software engineering logicbased different ds,0.345,0.0,0.655,0.7003,Positive
8919,shame ds make money  make money love,0.341,0.252,0.407,0.2732,Positive
8920,lucrative side coming masters degree boost potential pay cut,0.221,0.287,0.492,0.0516,Positive
8921,thanks really informative helpful video,0.666,0.0,0.334,0.7165,Positive
8922,helpful topic thank,0.841,0.0,0.159,0.6486,Positive
8923,hi ken thank much video informative ive exploring data science years believe skills necessary r python sql powerbi statistics would love get sports analytics field professionally havent found right channels yet im also chicago area wondering specific tips network people sports analytics field experience interesting organizations il area would recommend approaching hiring decision makers,0.195,0.0,0.805,0.8979,Positive
8924,hey ken thought creating intensive comprehensive course data science lots courses teach concepts realworld varied applications different dirty challenging datasets,0.235,0.117,0.648,0.2263,Positive
8925,project management ,0.0,0.0,1.0,0.0,Neutral
8926,kenvery cool analysis  wonder could get data strikeouts  remember seeing discussion astros team strikeout  significantly lower mlb average  case would give advantage number ways  strikeouts key metric pitchers especially high leverage lategame situationsreally looking forward part two  baseball analytics particular favorite mine,0.18,0.046,0.774,0.6597,Positive
8927,hi thanks video wish english subtitlesfor non native like,0.574,0.0,0.426,0.7964,Positive
8928,hi ken  would choose studying master statistics data science  start,0.0,0.0,1.0,0.0,Neutral
8929,really like github pages ive used setup personal website wellthe great thing also buy cheap domain let redirect githubpageso even need buy certificate enable httpsit really flatout easiest way build good looking personal portfolio,0.3,0.0,0.7,0.9165,Positive
8930,ahh upload many great videos quickly cant keep commenting dill stick though really want support channelas ive said multiple times already really great inspiration meand genuinely enjoy watching videosi saw video  dss channel must say really great dyour expertise combined flavorful animation style  reallyfun watch incredibly tripled audience matter daysall best wishes ,0.424,0.0,0.576,0.9833,Positive
8931,guess would data lead ,0.0,0.0,1.0,0.0,Neutral
8932,found channel im planning watching one videos every single day starting today great content  thankful useful informative instead mindlessly entertaining like much youtube,0.472,0.0,0.528,0.9442,Positive
8933,hi thanks sharing insightm well settled career security industry want learn data analysis make sense numbers improve like u golf awaiting ur responsethanks,0.53,0.0,0.47,0.9313,Positive
8934,im hoping see similar improvements data science youve youtube keep great work ,0.505,0.0,0.495,0.8481,Positive
8935,howd u rate datacamps data science python track,0.0,0.0,1.0,0.0,Neutral
8936,,0.0,0.0,0.0,0.0,Neutral
8937,take data science certificate ie like ibm professional certificate would adequate enough graduated petroleum engineering learned conceptually mathematically oil gas industry particularly upstream sector hance understand basics underlying energy business,0.194,0.0,0.806,0.6705,Positive
8938,best advice data scientist  nothing seems yet enter data science analyst field still school studying think data scientist day day wrong keep open mind we’re writing algorithms windows dorm rooms hint  work research data preparationcleaning want kick ass data scientist learn interview data users coding easy part  say open minded good tell “almost companies know data science is” neither let tell data science it’s ability understand manipulate data andor information that’s data science python give excel sheet data ask create pivot shows counts sums counts data scientist ability code certain language  data science i’m telling cause looking internet conceived data scientist partperson misconception kill dream ever growing great data scientist give credit know confident analyze data excel also learn object oriented programming  nothing seems cause job title doesn’t say data scientist doesn’t mean going data science work i’m business intelligence developer manage data oracle sql server cloud data lakes sit desk open dbeaver sql server  visual studio jupyter notebook ide’s get used daily means coding  languages minimum daily one languages python job title data scientist point rubbish talk data science lot like cloud  years ago cloud concept became rage yet companies still struggling implement even leverage cloud data science sadly going path companies managers posting jobs hire data scientists long job posting requirement “must know python” it’s data scientist job posting however  managers hiring data scientist don’t know data scientist managers couldn’t tell jupyter notebook writeprint  “hello world” python yet they’re interviewing candidates python development 😁if enter called data scientist career path open minded journey goal enjoy trip flexible knowledge trumps job titles want get paid big bucks valuable player means work everything sent way show skills good luck,0.183,0.062,0.755,0.9864,Positive
8939,make videos learn datascience noting courses website,0.0,0.0,1.0,0.0,Neutral
8940,ive interested getting sports analytics would able sports science university,0.231,0.0,0.769,0.4019,Positive
8941,bro video extremely helpful practical data science  got really motivated data science keep ur work really appreciate work thanks,0.455,0.0,0.545,0.9108,Positive
8942,thank much kj,0.556,0.0,0.444,0.3612,Positive
8943,thanks video course student enrol degree program create job opportunity data science fieldshould go degree data science degree computer engineering thanks,0.386,0.0,0.614,0.8658,Positive
8944,thank uploading videos help us develop new skillsgoing book mentioned video ultralearningwill rewatch  video complete book,0.271,0.0,0.729,0.6369,Positive
8945,hey kengreat work eye opener tennis coach mumbai india  total begginer would recommend start background tech background believe data analyst tennis would work wonders get know detailed side game thanks,0.162,0.0,0.838,0.6597,Positive
8946,hello ken connect whatsapp want grab knowledge techniques best please consider request wont bug many questions case connect,0.342,0.0,0.658,0.7783,Positive
8947,subscribed really like informative channel without preachy lot tech youtubers big  point feel youre late shit channel provides useful resources info thanks,0.285,0.119,0.596,0.6115,Positive
8948,thanks much putting content currently data analytics undergrad student done data analytics bootcamp lol video invaluable resource question regarding second point going back grad schoolnot wanting go back school still wanting work data science consider physics integral part learning field see one study cs math statistics quantitative discipline hadnt thought physics fits data science landscape interested thoughts thanks time,0.17,0.0,0.83,0.8834,Positive
8949,hi ken opinion writing unit test make sure data cleaning done correctly hard find mistake thousands rows find mistakes better data set small controlled,0.17,0.207,0.623,-0.0258,Neutral
8950,hi ken making career change want get second degree cs noticed schools offer second degrees except graduate level school choices ms degree research good resources consider online program,0.139,0.0,0.861,0.4939,Positive
8951,excellent work 👌👍subscribedmy question isis course enough get job data science ,0.27,0.0,0.73,0.5719,Positive
8952,text small hard see,0.0,0.318,0.682,-0.1027,Negative
8953,wow ken awesome worked  projects hopefully thats enough land job didnt realize quick create portfolio like cheers work finish next project,0.491,0.055,0.454,0.937,Positive
8954,first year data scientist student watch videos wish good luck ,0.551,0.0,0.449,0.8225,Positive
8955,much money make interesting topic talk,0.351,0.0,0.649,0.4019,Positive
8956,thank sharing wisdom ken keep sharing,0.852,0.0,0.148,0.8885,Positive
8957,thanks ken intro music superb,0.7,0.0,0.3,0.7906,Positive
8958,thanks,1.0,0.0,0.0,0.4404,Positive
8959,thank videos ken saw videos looked linkedin profile well mentions recent experience product owner would help learn data science future career interest product ownership innovation,0.392,0.0,0.608,0.8979,Positive
8960,hi ken thanks insight im currently full stack web developer course finish want branch something different data science maybe option background computer science maths would u still think achievable accomplish would difficult task think achievable math u recommend start learning thank,0.331,0.05,0.619,0.9022,Positive
8961,iam  electrical engineering graduate past  interested  data science programming knowledge cc job  experience necessary start learning,0.153,0.0,0.847,0.4019,Positive
8962,growing fast  sub  ahead already deserve thanks info,0.434,0.0,0.566,0.5574,Positive
8963,really useful i’m currently dual majoring mathematics computer science minor actuarial science would useful go phd statistics overkill data science,0.262,0.0,0.738,0.7496,Positive
8964,ken know im going little topic  still whats opinion new macbook  main computer cs data scienceoriented undergrad,0.0,0.0,1.0,0.0,Neutral
8965,hello ken im new subscriber love channel ive going videos im currently working social impact sector  id like know use data science grow career background data science understanding basics programming studied electrical engineering undergrad experience sql previous jobs current role operational enjoy would like explore area could share thoughts intersection two fields also would like add watching particular video feel ds certificate  ds bootcamp would best fit,0.287,0.0,0.713,0.9712,Positive
8966,struggling get ds  years finished masters management science even embarrassed maybe bit frustrated bit u given morale get back binge watching videos route seems pretty legit straight forwardmuch gratitude man  watch ads u,0.2,0.207,0.594,-0.0772,Negative
8967,thank ken video great helpful hope see anytime soon,0.711,0.0,0.289,0.9062,Positive
8968,watched  previous videos noticed new intro haha looks really good,0.436,0.0,0.564,0.7346,Positive
8969,stage  lets see many us,0.0,0.0,1.0,0.0,Neutral
8970,hello ive trying figure exact thing im glad came,0.273,0.0,0.727,0.4588,Positive
8971,really inspired everything said videos  made  actually help alot journey become data scientist,0.36,0.0,0.64,0.7346,Positive
8972,hey ken content amazingly powerful yet simple  always looking information made much easier thanks imparting knowledge free request also video github basics start,0.389,0.0,0.611,0.902,Positive
8973,ken man really thank video really helpful one,0.495,0.0,0.505,0.7083,Positive
8974,kind videos need lot people still trying make sense field especially non techies continue series respect find quality data sets take one firm footed step time,0.213,0.0,0.787,0.7579,Positive
8975,im getting interested programming regular science degree background mathematics idea excites experience maths probably bigger decision  maybe ill stick spatial science see,0.21,0.101,0.688,0.4588,Positive
8976,thanks resourcesbut bit confused go  data science deep learning  thanks help advance ,0.452,0.122,0.426,0.7351,Positive
8977,know consulting fake career,0.0,0.508,0.492,-0.4767,Negative
8978,great video would recommend project resume applying internship position much data field business position required levels data analysis capabilities eg market analyst business analyst project manager,0.216,0.0,0.784,0.765,Positive
8979,big like,0.714,0.0,0.286,0.3612,Positive
8980,love way describes getting field,0.512,0.0,0.488,0.6369,Positive
8981,want say great job bs trying say something useful brief kudos man youre great,0.636,0.0,0.364,0.9403,Positive
8982,bachelors degree business analytics good start field data science you’re really bad maths know nothing programming ,0.14,0.183,0.677,-0.2247,Negative
8983,great work ken jee sharing resources help people meet learning goals another free machine learning platform excellent easy use easy learn   tried think eazyml  one transparent ml platforms market promise learn ml  mlgood luck,0.526,0.0,0.474,0.9792,Positive
8984,statistics bachelor degree graduated  years ago never worked major basically dont know anything itim really interested data science days started learn python last month realistic data scientist one year someone starting zero recommend master online courses might enough  thank  really like videos please keep sharing us,0.288,0.0,0.712,0.9343,Positive
8985,thanks lot video,0.592,0.0,0.408,0.4404,Positive
8986,think job demand   im also concerned paying income good data science career salary expect,0.177,0.091,0.732,0.34,Positive
8987,beautiful thankful us actually happier thankful truly   educated inspired led great resources also thank work useful also beautiful well madecant wait reach  bad project  nice project  amazing project look back journey journey full learning growing amazing experiences,0.678,0.048,0.274,0.9923,Positive
8988,wonderful content ive noticed subs growing pretty rapidly last days congrats regards kaggle professor told product free youre product might case kaggle platform free,0.508,0.0,0.492,0.9559,Positive
8989,thanks effort man,0.592,0.0,0.408,0.4404,Positive
8990,certain use cases mind diabetology research would love personal chat leverage data science,0.364,0.0,0.636,0.743,Positive
8991,hello ken doctor involved clinical research stumbled upon channel trying understand handle large clinical datasets great job guiding us data science,0.17,0.0,0.83,0.6249,Positive
8992,hi ken able scrape  jobs one shot  kept getting error element click intercepted script went job posts googled world couldnt find error meant thanks videos theyre great,0.198,0.153,0.65,0.3818,Positive
8993,man best best,0.894,0.0,0.106,0.8555,Positive
8994,man stoned,0.0,0.0,1.0,0.0,Neutral
8995,awesome stuff really excited see advanced version,0.694,0.0,0.306,0.8425,Positive
8996,cool,1.0,0.0,0.0,0.3182,Positive
8997,got subscribed keep good work,0.42,0.0,0.58,0.4404,Positive
8998,awesome ken looking forward  next one,0.451,0.0,0.549,0.6249,Positive
8999,delivered promised ken thanks alway amazing videos 👍,0.697,0.0,0.303,0.8481,Positive
9000,thank  wondering,0.714,0.0,0.286,0.3612,Positive
9001,new subscriber watching old videos take break kaggle micro course advised recent video thanks lot great advise,0.318,0.0,0.682,0.7906,Positive
9002,really fascinating always thought need lot work building portfolio thanks ken great job,0.519,0.0,0.481,0.8955,Positive
9003,saw project  science every time come something great thanks,0.5,0.0,0.5,0.7906,Positive
9004,hey ken amazing video im sure channel going grow lot,0.433,0.0,0.567,0.7269,Positive
9005,interesting informative video ken thank considering make “exploration” notebooks example notebook trying cover difference classification algorithms hyper parameters tuning trying figure best metrics use isn’t exactly original project think it’ll contribute lot learning process think would good candidate go portfolio thanks,0.333,0.0,0.667,0.9477,Positive
9006,like read mind 🤯 looking yesterday,0.385,0.0,0.615,0.3612,Positive
9007,really appreciate look forward future videos,0.374,0.0,0.626,0.4576,Positive
9008,amazing 👌 saved much tedious work efforts thanks sharing looking forward see advanced version ☺,0.641,0.0,0.359,0.9231,Positive
9009,never knew github thank ken 👍,0.0,0.345,0.655,-0.2755,Negative
9010,super helpful video usual ken happened starting github profile first project came perfect time,0.486,0.0,0.514,0.886,Positive
9011,straightforward added todo list excited see advanced version,0.423,0.0,0.577,0.5267,Positive
9012,hi great video question hope help mei reading articles profession saw massive job opportunities require graduate massive knowledge statistics deep need know skills  yo biologist got phd environmental sciencei don’t want spend time money market exclude,0.299,0.042,0.659,0.8934,Positive
9013,damn needed,0.0,0.73,0.27,-0.4019,Negative
9014,great concise video getting portfolio website running time 😃,0.369,0.0,0.631,0.6249,Positive
9015,thank sirlove india ❤️,0.455,0.0,0.545,0.3612,Positive
9016,thank much u r best ❤,0.87,0.0,0.13,0.7717,Positive
9017,finally made video searching eagerly waiting advance partif time check  anuraguxgithubio,0.206,0.0,0.794,0.3818,Positive
9018,hope video helps build practical data science portfolio advanced version   written tutorial prefer different format ,0.385,0.0,0.615,0.7579,Positive
9019,hi ken really helpful video keep going make awesome videos useful data science enthusiaststhank,0.478,0.0,0.522,0.8777,Positive
9020,thank ken certainly come handy near future,0.495,0.0,0.505,0.5994,Positive
9021,good luck quality contents,0.747,0.0,0.253,0.7096,Positive
9022,jekyll great way set static website github pages,0.369,0.0,0.631,0.6249,Positive
9023,hey ken  completed course inferential statistics great course don’t know apply knowledge gained help please,0.515,0.0,0.485,0.8934,Positive
9024,sir couple problems unrelated video  year engineering student india planning go ms data science usa  year  ms data science really worth current future industry persepectie like seeing people prefer  years industrial experience  years masters really like ml want publish papers domain  read couple books ml dl confused whether  start learning practical application mllike build model next make model interactive useful like dont want show companies py file solve problem maybe go mlopsdevops  ml  read research papers learn new advance algo techniques books course teaches u start competition maybe go writing research paper would helpful  ms admission good collegecan u help like advice would help lot direction working gaining much knowledge little practical knowledge impelntingthanx sorry long question,0.242,0.064,0.693,0.9679,Positive
9025,suggestions learning computer vision deeplearning,0.333,0.0,0.667,0.25,Positive
9026,learn ml ds parallel interested also give suggestions learn feilds online,0.213,0.0,0.787,0.4019,Positive
9027,new subscriber  milestone  video  video really good related data science  watched videos today really love  thanks really amazing video helped learn new concepts today ,0.428,0.0,0.572,0.9428,Positive
9028,glad came across channel super helpful video ,0.708,0.0,0.292,0.8658,Positive
9029,hello ken kindly let know best resources learning  dnn nlp cv cover everything basics advance thanks advance,0.424,0.0,0.576,0.8834,Positive
9030,theres enough content video fill even  seconds beginning ask everyone subscribe yt time black hole,0.0,0.0,1.0,0.0,Neutral
9031,nice video ken business sharing guys stuff good free reasonablekeep good work,0.677,0.0,0.323,0.9287,Positive
9032,thank valuable recommendationsive placed order one thing side note weitzman institute rehovot israel europe,0.318,0.0,0.682,0.6808,Positive
9033,basically covered kinds math data science great video ❤️,0.339,0.0,0.661,0.6249,Positive
9034,thanks ken🎉🎊🔥thanks sharing,0.851,0.0,0.149,0.6908,Positive
9035,helo sir differrance data science degree data base mangement degree,0.0,0.0,1.0,0.0,Neutral
9036,great video man go grad school,0.451,0.0,0.549,0.6249,Positive
9037,next goal kaggle grandmaster,0.0,0.0,1.0,0.0,Neutral
9038,majored math college studied multi var calc linear algebra probability discrete continuous multi variable statistics numerical methods discrete optimizationmath computer algorithms discrete mathematicslots stuff doubt relevant data science,0.0,0.085,0.915,-0.3612,Negative
9039,excellent ken reminds lot style teaching tech concepts nontechies,0.316,0.0,0.684,0.5719,Positive
9040,thanks helpful videos man may information technology business student nothing going stop exploring data science slowly climbing way like one day man 👊,0.359,0.0,0.641,0.8437,Positive
9041,completed undergraduate degree biomedical science planning masters data science wondering much transition would haven’t done coding maths,0.0,0.0,1.0,0.0,Neutral
9042,basically followed tried every step watching video practical useful learn job preparation  one little thing could please zoom page bit next time  especially edited dark ide easier watch practice code together ,0.216,0.0,0.784,0.7741,Positive
